"id","appId","poiId","name","app_poi_code","address","cityName","status","bindStatus","valid","canBind","isBindOther","security_level","forbid_api_list"
0,1277,11334039,"金牌手抓饼•奶茶•小吃(普宁店)","158871","流沙北街道西陇村金莎苑B区第一栋首层10-1号","普宁市",,1,,1,1,0,""
0,4135,11320119,"喜三德甜品•手工芋圆（佛山旗舰店）","61991924","佛山市南海区桂城街道乐庆综合市场K16号铺（住所申报）","南海区",,1,,1,1,0,""
0,1016,11289597,"喜三德手工甜品（第198家店）","43149209150734322","龙华街道和联社区骏华南路20号103铺","深圳",,1,,1,1,0,""
0,1079,11269328,"金牌手抓饼•奶茶•小吃(杭州店)","3761662","浙江省杭州市西湖区翠苑街道古翠路76号3楼318商铺","杭州",,1,,1,1,0,""
0,1079,11217131,"金牌手抓饼•奶茶•小吃(西湖店)","3757868","浙江省杭州市西湖区三墩镇申瑞国际金座2幢121-2室","杭州",,1,,1,1,0,""
0,2218,11074801,"苏姐牛奶甜品世家（南宁店）","229896","南宁市明秀西路28号","南宁",,1,,1,1,0,""
0,4135,10984447,"大计划海鲜烧烤·小龙虾·生蚝（民治店）","86553819","深圳市龙华区民治街道民强社区水尾二区14栋101(面向维纳斯酒店右边入口往里35米处)","深圳",,1,,1,1,0,""
0,1016,10854598,"喜三德甜品·手工芋圆（海口店）","21387816311309928","海南省海口市秀英区秀英街道秀华路小康新村28号；贡茶旁边","秀英区",,1,,1,1,0,""
0,1248,10748080,"古御贡茶·手抓饼·小吃（天门店）","00033766830001","新城天都望景湾9-1-24号商铺(公旺里，首佳黄潭米粉后面)","天门市",,1,,1,1,0,""
0,1079,10549708,"贡茶•手抓饼•小吃（金华店）","3513326","浙江省金华市婺城区三江街道寺前皇社区宁乐巷18号一楼东侧两间","金华",,1,,1,1,0,""
0,1016,10464925,"喜三德甜品·手工芋圆（普宁旗舰店）","43149209150826947","普宁市流沙北街道西陇村金莎苑B区第一栋第九号","普宁市",,1,,1,1,0,""
0,1079,10456106,"喜三德甜品•手工芋圆(下沙店)","3763501","深圳市福田区沙头街道下沙社区下沙村八坊77号102-1","福田区",,1,,1,1,0,""
